"playerId","name","sel","copa","positions","number","force","legend","squad"
"tom-finney","Finney","ENG","1958","PE/PD","11","90","true","ENG-1958-daac4730"
"eddie-hopkinson","Hopkinson","ENG","1958","GOL","12","75","false","ENG-1958-daac4730"
"alan-hodgkinson","Hodgkinson","ENG","1958","GOL","13","73","false","ENG-1958-daac4730"
"peter-sillett","Sillett","ENG","1958","LD","14","74","false","ENG-1958-daac4730"
"ronnie-clayton","Clayton","ENG","1958","VOL/MC/MD","15","76","false","ENG-1958-daac4730"
"maurice-norman","Norman","ENG","1958","ZAG","16","76","false","ENG-1958-daac4730"
"peter-brabrook","Brabrook","ENG","1958","PD","17","74","false","ENG-1958-daac4730"
"peter-broadbent","Broadbent","ENG","1958","MC/MEI","18","76","false","ENG-1958-daac4730"
"bobby-smith","Smith","ENG","1958","CA","19","77","false","ENG-1958-daac4730"
"bobby-charlton","Charlton","ENG","1958","MEI/PE","20","82","true","ENG-1958-daac4730"
"alan-acourt","A'Court","ENG","1958","PE","21","74","false","ENG-1958-daac4730"
"maurice-setters","Setters","ENG","1958","VOL/MC/MD","22","72","false","ENG-1958-daac4730"
"claude-abbes","Abbès","FRA","1958","GOL","1","76","false","FRA-1958-e03022d7"
"dominique-colonna","Colonna","FRA","1958","GOL","2","76","false","FRA-1958-e03022d7"
"francois-remetter","Remetter","FRA","1958","GOL","3","78","false","FRA-1958-e03022d7"
"raymond-kaelbel","Kaelbel","FRA","1958","ZAG/LD","4","80","false","FRA-1958-e03022d7"
"andre-lerond","Lerond","FRA","1958","ZAG/LD","5","78","false","FRA-1958-e03022d7"
"roger-marche","Marche","FRA","1958","LE/ZAG","6","82","true","FRA-1958-e03022d7"
"robert-mouynet","Mouynet","FRA","1958","ZAG","7","70","false","FRA-1958-e03022d7"
"bernard-chiarelli","Chiarelli","FRA","1958","MD/VOL","8","71","false","FRA-1958-e03022d7"
"kazimir-hnatow","Hnatow","FRA","1958","VOL/MD/ZAG","9","70","false","FRA-1958-e03022d7"
"robert-jonquet","Jonquet","FRA","1958","VOL/ZAG/MD","10","85","true","FRA-1958-e03022d7"
"maurice-lafont","Lafont","FRA","1958","VOL/MD/ZAG","11","71","false","FRA-1958-e03022d7"
"jean-jacques-marcel","Marcel","FRA","1958","MD/MC/MEI","12","81","false","FRA-1958-e03022d7"
"armand-penverne","Penverne","FRA","1958","VOL/ZAG/MD","13","81","false","FRA-1958-e03022d7"
"raymond-bellot","Bellot","FRA","1958","MD/LD","14","70","false","FRA-1958-e03022d7"
"stephane-bruey","Bruey","FRA","1958","CA/PD","15","73","false","FRA-1958-e03022d7"
"yvon-douis","Douis","FRA","1958","CA/MEI","16","78","false","FRA-1958-e03022d7"
"just-fontaine","Fontaine","FRA","1958","CA","17","91","true","FRA-1958-e03022d7"
"raymond-kopa","Kopa","FRA","1958","MEI/PD","18","92","true","FRA-1958-e03022d7"
"celestin-oliver","Oliver","FRA","1958","MEI/CA","19","73","false","FRA-1958-e03022d7"
"roger-piantoni","Piantoni","FRA","1958","ME/MEI","20","85","true","FRA-1958-e03022d7"
"jean-vincent","Vincent","FRA","1958","ME/PE","21","81","false","FRA-1958-e03022d7"
"maryan-wisnieski","Wisnieski","FRA","1958","PD/CA","22","77","false","FRA-1958-e03022d7"
"harry-gregg","Gregg","NIR","1958","GOL","1","85","true","NIR-1958-efd234e3"
"willie-cunningham-nir","Cunningham","NIR","1958","LD","2","78","false","NIR-1958-efd234e3"
"alf-mcmichael","McMichael","NIR","1958","LE","3","80","false","NIR-1958-efd234e3"
"danny-blanchflower","Blanchflower","NIR","1958","MC/MEI","4","89","true","NIR-1958-efd234e3"
"dick-keith","Keith","NIR","1958","LD","5","76","false","NIR-1958-efd234e3"
"bertie-peacock","Peacock","NIR","1958","VOL/MC/MD","6","80","false","NIR-1958-efd234e3"
"billy-bingham","Bingham","NIR","1958","PD","7","81","true","NIR-1958-efd234e3"
"wilbur-cush","Cush","NIR","1958","MC/MEI","8","79","false","NIR-1958-efd234e3"
"billy-simpson-nir","Simpson","NIR","1958","CA","9","76","false","NIR-1958-efd234e3"
"jimmy-mcilroy","McIlroy","NIR","1958","MC/MEI","10","86","true","NIR-1958-efd234e3"
"peter-mcparland","McParland","NIR","1958","PE","11","83","true","NIR-1958-efd234e3"
"norman-uprichard","Uprichard","NIR","1958","GOL","12","73","false","NIR-1958-efd234e3"
"tommy-casey","Casey","NIR","1958","VOL/MC/MD","13","74","false","NIR-1958-efd234e3"
"jackie-scott-nir","Scott","NIR","1958","PD","14","71","false","NIR-1958-efd234e3"
"sammy-mccrory","McCrory","NIR","1958","CA","15","70","false","NIR-1958-efd234e3"
"derek-dougan","Dougan","NIR","1958","CA","16","75","false","NIR-1958-efd234e3"
"fay-coyle","Coyle","NIR","1958","CA","17","70","false","NIR-1958-efd234e3"
"roy-rea","Rea","NIR","1958","GOL","18","67","false","NIR-1958-efd234e3"
"len-graham-nir","Graham","NIR","1958","LE","19","72","false","NIR-1958-efd234e3"
"sammy-chapman-nir","Chapman","NIR","1958","VOL/MC/MD","20","67","false","NIR-1958-efd234e3"
"tommy-hamill-nir","Hamill","NIR","1958","ZAG","21","67","false","NIR-1958-efd234e3"
"bobby-trainor","Trainor","NIR","1958","PD","22","67","false","NIR-1958-efd234e3"
"fritz-herkenrath","Herkenrath","GER","1958","GOL","1","79","false","GER-1958-7ddeef5f"
"herbert-erhardt","Erhardt","GER","1958","ZAG/LD","2","79","false","GER-1958-7ddeef5f"
"erich-juskowiak","Juskowiak","GER","1958","LE/ZAG","3","78","false","GER-1958-7ddeef5f"
"horst-eckel","Eckel","GER","1958","MD/VOL","4","81","true","GER-1958-7ddeef5f"
"heinz-wewers","Wewers","GER","1958","ZAG","5","76","false","GER-1958-7ddeef5f"
"horst-szymaniak","Szymaniak","GER","1958","VOL/MD","6","81","false","GER-1958-7ddeef5f"
"georg-stollenwerk","Stollenwerk","GER","1958","LD/ZAG","7","77","false","GER-1958-7ddeef5f"
"helmut-rahn","Rahn","GER","1958","PD/CA","8","87","true","GER-1958-7ddeef5f"
"fritz-walter","F. Walter","GER","1958","MC/MEI","9","88","true","GER-1958-7ddeef5f"
"aki-schmidt","Schmidt","GER","1958","VOL/MC/MEI/MD","10","75","false","GER-1958-7ddeef5f"
"hans-schafer","Schäfer","GER","1958","ME/PE","11","84","true","GER-1958-7ddeef5f"
"uwe-seeler","Seeler","GER","1958","CA","12","82","true","GER-1958-7ddeef5f"
"bernhard-klodt","Klodt","GER","1958","PD/CA","13","76","false","GER-1958-7ddeef5f"
"hans-cieslarczyk","Cieslarczyk","GER","1958","CA","14","73","false","GER-1958-7ddeef5f"
"alfred-kelbassa","Kelbassa","GER","1958","CA","15","74","false","GER-1958-7ddeef5f"
"hans-sturm","Sturm","GER","1958","PD/CA","16","72","false","GER-1958-7ddeef5f"
"karl-heinz-schnellinger","Schnellinger","GER","1958","LE/ZAG","17","78","true","GER-1958-7ddeef5f"
"heinz-kwiatkowski","Kwiatkowski","GER","1958","GOL","22","73","false","GER-1958-7ddeef5f"
"gyula-grosics","Grosics","HUN","1958","GOL","1","88","true","HUN-1958-58e3213e"
"sandor-matrai","Mátrai","HUN","1958","ZAG/LD","2","79","false","HUN-1958-58e3213e"
"ferenc-sipos","Sipos","HUN","1958","VOL/ZAG/MD","3","78","false","HUN-1958-58e3213e"
"laszlo-sarosi","L. Sárosi","HUN","1958","ZAG/LE","4","74","false","HUN-1958-58e3213e"
"jozsef-bozsik","Bozsik","HUN","1958","VOL/MC/MEI/MD","5","87","true","HUN-1958-58e3213e"
"pal-berendy","Berendy","HUN","1958","MD/VOL","6","73","false","HUN-1958-58e3213e"
"laszlo-budai","Budai","HUN","1958","PD","7","80","false","HUN-1958-58e3213e"
"lajos-tichy","Tichy","HUN","1958","CA","8","84","true","HUN-1958-58e3213e"
"nandor-hidegkuti","Hidegkuti","HUN","1958","MEI/CA","9","85","true","HUN-1958-58e3213e"
"dezso-bundzsak","Bundzsák","HUN","1958","CA","10","73","false","HUN-1958-58e3213e"
"karoly-sandor","K. Sándor","HUN","1958","PD/PE","11","80","false","HUN-1958-58e3213e"
"bela-karpati","Kárpáti","HUN","1958","ZAG/LD","12","73","false","HUN-1958-58e3213e"
"oszkar-szigeti","Szigeti","HUN","1958","ZAG/LE","13","70","false","HUN-1958-58e3213e"
"ferenc-szojka","Szojka","HUN","1958","MEI/CA","14","73","false","HUN-1958-58e3213e"
"antal-kotasz","Kotász","HUN","1958","MD/VOL","15","72","false","HUN-1958-58e3213e"
"laszlo-lachos","Lachos","HUN","1958","CA/PE","16","69","false","HUN-1958-58e3213e"
"mihaly-vasas","Vasas","HUN","1958","CA","17","69","false","HUN-1958-58e3213e"
"tivadar-monostori","Monostori","HUN","1958","CA/PE","18","70","false","HUN-1958-58e3213e"
"zoltan-friedmanszky","Friedmanszky","HUN","1958","PD/PE","19","69","false","HUN-1958-58e3213e"
"jozsef-bencsics","Bencsics","HUN","1958","CA","20","69","false","HUN-1958-58e3213e"
"mate-fenyvesi","Fenyvesi","HUN","1958","PE","21","76","false","HUN-1958-58e3213e"
"istvan-ilku","Ilku","HUN","1958","GOL","22","70","false","HUN-1958-58e3213e"
"ramon-mayeregger","Mayeregger","PAR","1958","GOL","1","77","false","PAR-1958-1760a62e"
"edelmiro-arevalo","Arévalo","PAR","1958","ZAG/LD","2","78","false","PAR-1958-1760a62e"
"juan-vicente-lezcano","J. Lezcano","PAR","1958","MD/MC/MEI","3","76","false","PAR-1958-1760a62e"
"ignacio-achucarro","Achúcarro","PAR","1958","ZAG","4","78","false","PAR-1958-1760a62e"
"salvador-villalba","Villalba","PAR","1958","MD/VOL","5","77","false","PAR-1958-1760a62e"
"eligio-echague","Echagüe","PAR","1958","ZAG/LE","6","76","false","PAR-1958-1760a62e"
"juan-bautista-aguero","Agüero","PAR","1958","CA/PD","7","83","false","PAR-1958-1760a62e"
"jose-parodi","Parodi","PAR","1958","CA/MEI","8","78","false","PAR-1958-1760a62e"
"jorge-lino-romero","Romero","PAR","1958","CA","9","80","false","PAR-1958-1760a62e"
"oscar-aguilera","Aguilera","PAR","1958","MEI/PD","10","78","false","PAR-1958-1760a62e"
"florencio-amarilla","Amarilla","PAR","1958","PE/CA","11","81","false","PAR-1958-1760a62e"
"samuel-aguilar","Aguilar","PAR","1958","GOL","12","73","false","PAR-1958-1760a62e"
"luis-gini","Gini","PAR","1958","ZAG/LD","13","74","false","PAR-1958-1760a62e"
"dario-segovia","Segovia","PAR","1958","ZAG/LE","14","74","false","PAR-1958-1760a62e"
"luis-santos-silva","Santos Silva","PAR","1958","MD/MC/MEI","15","72","false","PAR-1958-1760a62e"
"claudio-lezcano","C. Lezcano","PAR","1958","CA/PE","16","72","false","PAR-1958-1760a62e"
"agustin-miranda","Miranda","PAR","1958","ZAG/LD","17","73","false","PAR-1958-1760a62e"
"gilberto-penayo","Penayo","PAR","1958","CA/PD","18","73","false","PAR-1958-1760a62e"
"eliseo-insfran","E. Insfrán","PAR","1958","PD/CA","19","72","false","PAR-1958-1760a62e"
"jose-raul-aveiro","Aveiro","PAR","1958","CA/PE","20","73","false","PAR-1958-1760a62e"
"cayetano-re","Ré","PAR","1958","CA/PD","21","82","true","PAR-1958-1760a62e"
"eligio-insfran","El. Insfrán","PAR","1958","PE/CA","22","71","false","PAR-1958-1760a62e"
"lev-yashin","Yashin","URS","1958","GOL","1","97","true","URS-1958-afd887ee"
"vladimir-kesarev","Kesarev","URS","1958","LD/ZAG","2","78","false","URS-1958-afd887ee"
"konstantin-krizhevsky","Krizhevsky","URS","1958","VOL/ZAG","3","78","false","URS-1958-afd887ee"
"boris-kuznetsov","Kuznetsov","URS","1958","LE/ZAG","4","79","false","URS-1958-afd887ee"
"yuri-voinov","Voinov","URS","1958","MD/MC/MEI","5","84","true","URS-1958-afd887ee"
"igor-netto","Netto","URS","1958","VOL/MC/MEI/MD","6","88","true","URS-1958-afd887ee"
"german-apukhtin","Apukhtin","URS","1958","PD","7","72","false","URS-1958-afd887ee"
"valentin-ivanov","V. Ivanov","URS","1958","MEI/CA","8","86","true","URS-1958-afd887ee"
"nikita-simonyan","Simonyan","URS","1958","CA","9","85","true","URS-1958-afd887ee"
"sergei-salnikov","Salnikov","URS","1958","MEI/CA","10","80","false","URS-1958-afd887ee"
"anatoli-ilyin","Ilyin","URS","1958","PE","11","80","false","URS-1958-afd887ee"
"vladimir-maslachenko","Maslachenko","URS","1958","GOL","12","75","false","URS-1958-afd887ee"
"vladimir-belyayev","Belyayev","URS","1958","GOL","13","72","false","URS-1958-afd887ee"
"leonid-ostrovskiy","Ostrovskiy","URS","1958","LE/ZAG","14","73","false","URS-1958-afd887ee"
"anatoli-maslyonkin","Maslyonkin","URS","1958","VOL/ZAG/MD","15","77","false","URS-1958-afd887ee"
"viktor-tsarev","Tsarev","URS","1958","MD/VOL","16","74","false","URS-1958-afd887ee"
"aleksandr-ivanov","A. Ivanov","URS","1958","CA/MEI","17","72","false","URS-1958-afd887ee"
"valentin-bubukin","Bubukin","URS","1958","MEI/CA","18","75","false","URS-1958-afd887ee"
"gennadi-gusarov","Gusarov","URS","1958","CA","19","73","false","URS-1958-afd887ee"
"yuri-falin","Falin","URS","1958","MEI/PD","20","72","false","URS-1958-afd887ee"
"genrich-fedosov","Fedosov","URS","1958","MEI/CA","21","73","false","URS-1958-afd887ee"
"vladimir-yerokhin","Yerokhin","URS","1958","ZAG/LE","22","71","false","URS-1958-afd887ee"
"kalle-svensson","Svensson","SWE","1958","GOL","1","84","true","SWE-1958-1358b240"
"tore-svensson","T. Svensson","SWE","1958","GOL","12","71","false","SWE-1958-1358b240"
"ingemar-haraldsson","Haraldsson","SWE","1958","GOL","16","70","false","SWE-1958-1358b240"
"orvar-bergmark","Bergmark","SWE","1958","LD/ZAG","2","84","true","SWE-1958-1358b240"
"sven-axbom","Axbom","SWE","1958","LE/ZAG","3","78","false","SWE-1958-1358b240"
"ake-johansson","Å. Johansson","SWE","1958","ZAG","5","76","false","SWE-1958-1358b240"
"bengt-gustavsson","Gustavsson","SWE","1958","ZAG","14","84","true","SWE-1958-1358b240"
"prawitz-oberg","Öberg","SWE","1958","ZAG/LD","13","72","false","SWE-1958-1358b240"
"sigge-parling","Parling","SWE","1958","MD/VOL","6","80","false","SWE-1958-1358b240"
"nils-liedholm","Liedholm","SWE","1958","MC/MEI","4","90","true","SWE-1958-1358b240"
"reino-borjesson","Börjesson","SWE","1958","MD/VOL","15","73","false","SWE-1958-1358b240"
"olle-hakansson","Håkansson","SWE","1958","MC/MEI","17","73","false","SWE-1958-1358b240"
"bengt-berndtsson","Berndtsson","SWE","1958","PD/MD","21","74","false","SWE-1958-1358b240"
"kurt-hamrin","Hamrin","SWE","1958","PD/PE","7","89","true","SWE-1958-1358b240"
"gunnar-gren","Gren","SWE","1958","MEI/PD","8","87","true","SWE-1958-1358b240"
"agne-simonsson","Simonsson","SWE","1958","CA","9","82","false","SWE-1958-1358b240"
"arne-selmosson","Selmosson","SWE","1958","CA/PE","10","78","false","SWE-1958-1358b240"
"lennart-skoglund","Skoglund","SWE","1958","PE/MEI","11","86","true","SWE-1958-1358b240"
"gosta-lofgren","Löfgren","SWE","1958","CA/PE","18","72","false","SWE-1958-1358b240"
"henry-kallgren","Källgren","SWE","1958","CA","19","72","false","SWE-1958-1358b240"
"bror-mellberg","Mellberg","SWE","1958","CA","20","71","false","SWE-1958-1358b240"
"owe-ohlsson","Ohlsson","SWE","1958","PD/CA","22","70","false","SWE-1958-1358b240"
"vladimir-beara","Beara","YUG","1958","GOL","1","90","true","YUG-1958-ac04696b"
"srboljub-krivokuca","Krivokuća","YUG","1958","GOL","2","71","false","YUG-1958-ac04696b"
"vasilije-sijakovic","Šijaković","YUG","1958","ZAG","3","72","false","YUG-1958-ac04696b"
"tomislav-crnkovic","Crnković","YUG","1958","LE/ZAG","4","80","false","YUG-1958-ac04696b"
"novak-tomic","Tomić","YUG","1958","ZAG","5","70","false","YUG-1958-ac04696b"
"branko-zebec","Zebec","YUG","1958","VOL/ZAG/MD","6","85","true","YUG-1958-ac04696b"
"milos-milutinovic","M. Milutinović","YUG","1958","CA","7","82","false","YUG-1958-ac04696b"
"dobrosav-krstic","Krstić","YUG","1958","VOL/MC/MD","8","76","false","YUG-1958-ac04696b"
"vujadin-boskov","Boškov","YUG","1958","MD/MC/MEI","9","86","true","YUG-1958-ac04696b"
"ivan-santek","Šantek","YUG","1958","VOL/MC/MD","10","73","false","YUG-1958-ac04696b"
"vladimir-popovic","Popović","YUG","1958","LD/ZAG","11","74","false","YUG-1958-ac04696b"
"aleksandar-petakovic","Petaković","YUG","1958","CA/PD","12","76","false","YUG-1958-ac04696b"
"todor-veselinovic","Veselinović","YUG","1958","CA","13","83","false","YUG-1958-ac04696b"
"milorad-milutinovic","Milorad Milutinović","YUG","1958","LD/ZAG","14","71","false","YUG-1958-ac04696b"
"dragoslav-sekularac","Šekularac","YUG","1958","MC/MEI","15","84","true","YUG-1958-ac04696b"
"ilijas-pasic","Pašić","YUG","1958","PE/CA","16","73","false","YUG-1958-ac04696b"
"zdravko-rajkov","Rajkov","YUG","1958","MD/MC/MEI","17","74","false","YUG-1958-ac04696b"
"luka-liposinovic","Lipošinović","YUG","1958","PD/CA","18","72","false","YUG-1958-ac04696b"
"radivoje-ognjanovic","Ognjanović","YUG","1958","PE/CA","19","71","false","YUG-1958-ac04696b"
"jack-kelsey","Kelsey","WAL","1958","GOL","1","84","true","WAL-1958-87111af8"
"stuart-williams","S. Williams","WAL","1958","LD","2","76","false","WAL-1958-87111af8"
"mel-hopkins","Hopkins","WAL","1958","LE","3","76","false","WAL-1958-87111af8"
"derrick-sullivan","Sullivan","WAL","1958","ZAG","4","74","false","WAL-1958-87111af8"
"mel-charles","M. Charles","WAL","1958","VOL/MC/MD","5","80","false","WAL-1958-87111af8"
"dave-bowen","Bowen","WAL","1958","VOL/MC/MD","6","79","false","WAL-1958-87111af8"
"terry-medwin","Medwin","WAL","1958","PD","7","78","false","WAL-1958-87111af8"
"ron-hewitt","Hewitt","WAL","1958","MC/MEI","8","73","false","WAL-1958-87111af8"
"john-charles","J. Charles","WAL","1958","CA","9","92","true","WAL-1958-87111af8"
"ivor-allchurch","I. Allchurch","WAL","1958","MC/MEI","10","85","true","WAL-1958-87111af8"
"cliff-jones","C. Jones","WAL","1958","PE","11","84","true","WAL-1958-87111af8"
"ken-jones-1936","K. Jones","WAL","1958","GOL","12","68","false","WAL-1958-87111af8"
"graham-vearncombe","Vearncombe","WAL","1958","GOL","13","69","false","WAL-1958-87111af8"
"trevor-edwards-1937","T. Edwards","WAL","1958","LD","14","71","false","WAL-1958-87111af8"
"colin-baker","C. Baker","WAL","1958","ZAG","15","70","false","WAL-1958-87111af8"
"vic-crowe","Crowe","WAL","1958","VOL/MC/MD","16","72","false","WAL-1958-87111af8"
"ken-leek","Leek","WAL","1958","CA","17","72","false","WAL-1958-87111af8"
"roy-vernon","Vernon","WAL","1958","MC/MEI","18","76","false","WAL-1958-87111af8"
"colin-webster","Webster","WAL","1958","CA","19","73","false","WAL-1958-87111af8"
"john-elsworthy","Elsworthy","WAL","1958","VOL/MC/MD","20","71","false","WAL-1958-87111af8"
"len-allchurch","L. Allchurch","WAL","1958","PD","21","73","false","WAL-1958-87111af8"
"george-baker-1936","G. Baker","WAL","1958","PD","22","68","false","WAL-1958-87111af8"
"antonio-roma","Roma","ARG","1962","GOL","1","81","true","ARG-1962-d278f1d4"
"jose-ramos-delgado","Ramos Delgado","ARG","1962","ZAG/LD","2","80","false","ARG-1962-d278f1d4"
"silvio-marzolini","Marzolini","ARG","1962","LE","3","85","true","ARG-1962-d278f1d4"
"alberto-sainz","Sainz","ARG","1962","ZAG","4","73","false","ARG-1962-d278f1d4"
"federico-sacchi","Sacchi","ARG","1962","MD/VOL","5","76","false","ARG-1962-d278f1d4"
"raul-paez","Páez","ARG","1962","VOL/ZAG/MD","6","71","false","ARG-1962-d278f1d4"
"hector-facundo","Facundo","ARG","1962","PD/CA","7","74","false","ARG-1962-d278f1d4"
"martin-pando","Pando","ARG","1962","MEI/CA","8","76","false","ARG-1962-d278f1d4"
"marcelo-pagani","Pagani","ARG","1962","CA/PD","9","74","false","ARG-1962-d278f1d4"
"jose-sanfilippo","Sanfilippo","ARG","1962","CA/PD","10","83","true","ARG-1962-d278f1d4"
"raul-belen","Belén","ARG","1962","MEI/CA","11","75","false","ARG-1962-d278f1d4"
"rogelio-dominguez","Domínguez","ARG","1962","GOL","12","78","false","ARG-1962-d278f1d4"
"oscar-rossi","O. Rossi","ARG","1962","MD/MC/MEI","13","73","false","ARG-1962-d278f1d4"
"alberto-mariotti","Mariotti","ARG","1962","ZAG","14","70","false","ARG-1962-d278f1d4"
"ruben-navarro","Navarro","ARG","1962","VOL/ZAG/MD","15","77","false","ARG-1962-d278f1d4"
"antonio-rattin","Rattín","ARG","1962","VOL/MD","16","84","true","ARG-1962-d278f1d4"
"rafael-albrecht","Albrecht","ARG","1962","VOL/ZAG/MD","17","78","false","ARG-1962-d278f1d4"
"vladislao-cap","Cap","ARG","1962","VOL/MD/ZAG","18","74","false","ARG-1962-d278f1d4"
"ruben-sosa","Sosa","ARG","1962","CA/PD","19","76","false","ARG-1962-d278f1d4"
"juan-carlos-oleniak","Oleniak","ARG","1962","CA/PE","20","72","false","ARG-1962-d278f1d4"
"ramon-abeledo","Abeledo","ARG","1962","MEI/CA","21","73","false","ARG-1962-d278f1d4"
"alberto-gonzalez","A. González","ARG","1962","CA/PE","22","72","false","ARG-1962-d278f1d4"
"gilmar","Gilmar","BRA","1962","GOL","1","88","true","BRA-1962-585f7ea7"
"djalma-santos","Djalma Santos","BRA","1962","LD","2","89","true","BRA-1962-585f7ea7"
"mauro-ramos","Mauro","BRA","1962","ZAG","3","82","true","BRA-1962-585f7ea7"
"zito","Zito","BRA","1962","VOL","4","83","false","BRA-1962-585f7ea7"
"zozimo","Zózimo","BRA","1962","ZAG","5","79","false","BRA-1962-585f7ea7"
"nilton-santos","Nílton Santos","BRA","1962","LE","6","88","true","BRA-1962-585f7ea7"
"garrincha","Garrincha","BRA","1962","PD","7","94","true","BRA-1962-585f7ea7"
"didi","Didi","BRA","1962","MC/MEI","8","88","true","BRA-1962-585f7ea7"
"coutinho","Coutinho","BRA","1962","CA","9","80","false","BRA-1962-585f7ea7"
"pele","Pelé","BRA","1962","CA/MEI","10","94","true","BRA-1962-585f7ea7"
"pepe-1935","Pepe","BRA","1962","PE","11","83","false","BRA-1962-585f7ea7"
"jair-marinho","Jair Marinho","BRA","1962","LD","12","74","false","BRA-1962-585f7ea7"
"hilderaldo-bellini","Bellini","BRA","1962","ZAG","13","82","true","BRA-1962-585f7ea7"
"jurandir","Jurandir","BRA","1962","ZAG","14","71","false","BRA-1962-585f7ea7"
"altair","Altair","BRA","1962","LE","15","76","false","BRA-1962-585f7ea7"
"zequinha-1934","Zequinha","BRA","1962","MC/MEI","16","74","false","BRA-1962-585f7ea7"
"mengalvio","Mengálvio","BRA","1962","MC/MEI","17","75","false","BRA-1962-585f7ea7"
"jair-da-costa","Jair da Costa","BRA","1962","PD/ME","18","76","false","BRA-1962-585f7ea7"
"vava","Vavá","BRA","1962","CA","19","85","true","BRA-1962-585f7ea7"
"amarildo","Amarildo","BRA","1962","CA/PE","20","83","false","BRA-1962-585f7ea7"
"mario-zagallo","Zagallo","BRA","1962","PE/ME","21","84","true","BRA-1962-585f7ea7"
"carlos-castilho","Castilho","BRA","1962","GOL","22","78","false","BRA-1962-585f7ea7"
"jose-araquistain","Araquistáin","ESP","1962","GOL","1","80","false","ESP-1962-5dde5cde"
"salvador-sadurni","Sadurní","ESP","1962","GOL","2","78","false","ESP-1962-5dde5cde"
"carmelo-cedrun","Carmelo","ESP","1962","GOL","3","79","false","ESP-1962-5dde5cde"
"enrique-collar","Collar","ESP","1962","PE/ME","4","80","false","ESP-1962-5dde5cde"
"luis-del-sol","Del Sol","ESP","1962","MEI/PD","5","84","false","ESP-1962-5dde5cde"
"alfredo-di-stefano","Di Stéfano","ESP","1962","CA/MEI","6","90","true","ESP-1962-5dde5cde"
"luis-maria-echeberria","Echeberría","ESP","1962","ZAG/LE","7","73","false","ESP-1962-5dde5cde"
"jesus-garay","Garay","ESP","1962","ZAG","8","83","false","ESP-1962-5dde5cde"
"francisco-gento","Gento","ESP","1962","PE","9","90","true","ESP-1962-5dde5cde"
"sigfrid-gracia","Gràcia","ESP","1962","LD/ZAG","10","77","false","ESP-1962-5dde5cde"
"feliciano-rivilla","Rivilla","ESP","1962","LD","11","79","false","ESP-1962-5dde5cde"
"joaquin-peiro","Peiró","ESP","1962","CA/MEI","12","82","false","ESP-1962-5dde5cde"
"enrique-perez-pachin","Pachín","ESP","1962","ZAG/LD","13","79","false","ESP-1962-5dde5cde"
"ferenc-puskas","Puskás","ESP","1962","CA/MEI","14","89","true","ESP-1962-5dde5cde"
"eulogio-martinez","E. Martínez","ESP","1962","CA","15","79","false","ESP-1962-5dde5cde"
"severino-reija","Reija","ESP","1962","LE","16","78","false","ESP-1962-5dde5cde"
"antonio-rodriguez-rodri","Rodri","ESP","1962","LE/ZAG","17","74","false","ESP-1962-5dde5cde"
"adelardo-rodriguez","Adelardo","ESP","1962","VOL/MC/MEI/MD","18","80","false","ESP-1962-5dde5cde"
"jose-santamaria","Santamaría","ESP","1962","ZAG","19","88","true","ESP-1962-5dde5cde"
"joan-segarra","Segarra","ESP","1962","VOL/ZAG/MD","20","83","false","ESP-1962-5dde5cde"
"luis-suarez-miramontes","Luis Suárez","ESP","1962","MC/MEI","21","93","true","ESP-1962-5dde5cde"
"marti-verges","Vergés","ESP","1962","MD/VOL","22","79","false","ESP-1962-5dde5cde"
"hans-tilkowski","Tilkowski","GER","1962","GOL","1","80","false","GER-1962-d869e1cc"
"herbert-erhardt","Erhardt","GER","1962","ZAG/LD","2","79","false","GER-1962-d869e1cc"
"karl-heinz-schnellinger","Schnellinger","GER","1962","LE/ZAG","3","85","true","GER-1962-d869e1cc"
"willi-schulz","Schulz","GER","1962","VOL/ZAG/MD","4","79","false","GER-1962-d869e1cc"
"leo-wilden","Wilden","GER","1962","ZAG/LD","5","74","false","GER-1962-d869e1cc"
"horst-szymaniak","Szymaniak","GER","1962","VOL/MD","6","81","false","GER-1962-d869e1cc"
"willi-koslowski","Koslowski","GER","1962","ME/PD","7","72","false","GER-1962-d869e1cc"
"helmut-haller","Haller","GER","1962","CA/MEI","8","84","true","GER-1962-d869e1cc"
"uwe-seeler","Seeler","GER","1962","CA","9","87","true","GER-1962-d869e1cc"
"albert-brulls","Brülls","GER","1962","ME/MEI","10","80","false","GER-1962-d869e1cc"
"hans-schafer","Schäfer","GER","1962","ME/PE","11","83","true","GER-1962-d869e1cc"
"hans-nowak","Nowak","GER","1962","LD/ZAG","12","75","false","GER-1962-d869e1cc"
"jurgen-kurbjuhn","Kurbjuhn","GER","1962","LE/ZAG","13","72","false","GER-1962-d869e1cc"
"jurgen-werner","Werner","GER","1962","VOL/ZAG/MD","14","72","false","GER-1962-d869e1cc"
"willi-giesemann","Giesemann","GER","1962","MD/VOL","15","74","false","GER-1962-d869e1cc"
"hans-sturm","Sturm","GER","1962","ME/PD","16","73","false","GER-1962-d869e1cc"
"engelbert-kraus","Kraus","GER","1962","PD/CA","17","73","false","GER-1962-d869e1cc"
"gunther-herrmann","Herrmann","GER","1962","ME/MC/MEI","18","73","false","GER-1962-d869e1cc"
"heinz-strehl","Strehl","GER","1962","CA","19","72","false","GER-1962-d869e1cc"
"heinz-vollmar","Vollmar","GER","1962","PE/ME","20","73","false","GER-1962-d869e1cc"
