player_id,player,team,year,squad,number,positions,pos_en,legend,overall,PAC,SHO,PAS,DRI,DEF,PHY,GK,enriched
eladio-rojas,E. Rojas,CHI,1962,CHI-1962-7381e647,6,VOL/MC/MEI/MD,DM/CM/AM/RM,False,81,69,56,76,66,80,75,49,template
jaime-ramirez-chi,J. Ramírez,CHI,1962,CHI-1962-7381e647,7,PD/CA,RW/ST,False,79,78,73,70,78,54,64,47,template
jorge-toro,Toro,CHI,1962,CHI-1962-7381e647,8,MEI/PD,AM/RW,False,81,73,71,80,79,56,62,49,template
honorino-landa,Landa,CHI,1962,CHI-1962-7381e647,9,CA,ST,False,78,75,78,68,73,47,74,46,template
alberto-fouilloux,Fouilloux,CHI,1962,CHI-1962-7381e647,10,PD/CA,RW/ST,False,79,78,73,70,78,54,64,47,template
leonel-sanchez,L. Sánchez,CHI,1962,CHI-1962-7381e647,11,PE/ME,LW/LM,True,86,84,78,75,84,55,67,54,template
adan-godoy,Godoy,CHI,1962,CHI-1962-7381e647,12,GOL,GK,False,73,48,48,48,48,48,65,73,GK
sergio-valdes-chi,S. Valdés,CHI,1962,CHI-1962-7381e647,13,ZAG/LD,CB/RB,False,75,67,49,66,57,75,74,43,template
hugo-lepe,Lepe,CHI,1962,CHI-1962-7381e647,14,ZAG,CB,False,72,66,48,64,56,72,71,40,template
manuel-rodriguez-chi,M. Rodríguez,CHI,1962,CHI-1962-7381e647,15,LE/ZAG,LB/CB,False,72,71,54,66,65,69,64,40,template
humberto-cruz-chi,Cruz,CHI,1962,CHI-1962-7381e647,16,LD/ZAG,RB/CB,False,72,71,54,66,65,69,64,40,template
mario-ortiz-chi,Ortiz,CHI,1962,CHI-1962-7381e647,17,MD/VOL,RM/DM,False,76,73,64,71,73,62,64,44,template
mario-moreno-chi,Moreno,CHI,1962,CHI-1962-7381e647,18,CA/MEI,ST/AM,False,75,72,75,66,71,47,71,43,template
braulio-musso,Musso,CHI,1962,CHI-1962-7381e647,19,PE/ME,LW/LM,False,74,73,69,67,73,52,62,42,template
carlos-campos-chi,Campos,CHI,1962,CHI-1962-7381e647,20,CA,ST,False,75,72,75,66,71,47,71,43,template
ron-springett,Springett,ENG,1962,ENG-1962-44d83955,1,GOL,GK,False,79,48,48,48,48,48,71,79,GK
jimmy-armfield,Armfield,ENG,1962,ENG-1962-44d83955,2,LD,RB,False,82,79,57,73,71,76,69,50,template
ray-wilson,Wilson,ENG,1962,ENG-1962-44d83955,3,LE,LB,True,83,80,57,74,72,77,70,51,template
bobby-robson,Robson,ENG,1962,ENG-1962-44d83955,4,MD/MC/MEI,RM/CM/AM,False,80,77,66,73,76,64,66,48,template
peter-swan,Swan,ENG,1962,ENG-1962-44d83955,5,ZAG,CB,False,78,69,49,67,58,78,77,46,template
ron-flowers,Flowers,ENG,1962,ENG-1962-44d83955,6,VOL/MD/ZAG,DM/RM/CB,False,80,68,56,76,66,79,74,48,template
john-connelly,Connelly,ENG,1962,ENG-1962-44d83955,7,PD/ME,RW/LM,False,78,77,72,70,77,53,64,46,template
jimmy-greaves,Greaves,ENG,1962,ENG-1962-44d83955,8,CA/PE,ST/LW,True,89,84,88,74,81,49,81,57,template
gerry-hitchens,Hitchens,ENG,1962,ENG-1962-44d83955,9,CA,ST,False,77,74,77,67,72,47,73,45,template
johnny-haynes,Haynes,ENG,1962,ENG-1962-44d83955,10,MC/MEI,CM/AM,True,84,73,65,83,76,72,70,52,template
bobby-charlton,Charlton,ENG,1962,ENG-1962-44d83955,11,ME/MEI,LM/AM,True,89,84,70,80,84,68,70,57,template
alan-hodgkinson,Hodgkinson,ENG,1962,ENG-1962-44d83955,12,GOL,GK,False,74,48,48,48,48,48,66,74,GK
derek-kevan,Kevan,ENG,1962,ENG-1962-44d83955,13,CA,ST,False,75,72,75,66,71,47,71,43,template
stan-anderson,Anderson,ENG,1962,ENG-1962-44d83955,14,MD/VOL,RM/DM,False,73,71,62,68,71,60,62,41,template
maurice-norman,Norman,ENG,1962,ENG-1962-44d83955,15,ZAG,CB,False,79,70,49,68,59,79,77,47,template
bobby-moore,Moore,ENG,1962,ENG-1962-44d83955,16,ZAG,CB,True,84,73,50,70,61,83,82,52,template
bryan-douglas,Douglas,ENG,1962,ENG-1962-44d83955,17,PD/ME,RW/LM,False,80,79,73,71,79,54,65,48,template
roger-hunt,Hunt,ENG,1962,ENG-1962-44d83955,18,CA,ST,True,81,77,80,69,75,48,76,49,template
alan-peacock,Peacock,ENG,1962,ENG-1962-44d83955,19,CA,ST,False,73,71,73,65,69,47,70,41,template
george-eastham,Eastham,ENG,1962,ENG-1962-44d83955,20,MC/MEI,CM/AM,False,76,68,62,75,71,68,66,44,template
don-howe,Howe,ENG,1962,ENG-1962-44d83955,21,LD,RB,False,76,74,55,69,68,72,66,44,template
jimmy-adamson,Adamson,ENG,1962,ENG-1962-44d83955,22,VOL/MC/MD,DM/CM/RM,False,73,64,54,70,62,72,69,41,template
gyula-grosics,Grosics,HUN,1962,HUN-1962-3a59756b,1,GOL,GK,True,84,48,48,48,48,48,76,84,GK
sandor-matrai,Mátrai,HUN,1962,HUN-1962-3a59756b,2,ZAG/LD,CB/RB,False,83,72,50,70,60,82,81,51,template
kalman-meszoly,Mészöly,HUN,1962,HUN-1962-3a59756b,3,ZAG,CB,True,80,70,50,68,59,80,78,48,template
laszlo-sarosi,Sárosi,HUN,1962,HUN-1962-3a59756b,4,ZAG/LD,CB/RB,False,78,69,49,67,58,78,77,46,template
erno-solymosi,Solymosi,HUN,1962,HUN-1962-3a59756b,5,LE/ZAG,LB/CB,False,80,78,56,72,70,75,68,48,template
ferenc-sipos,Sipos,HUN,1962,HUN-1962-3a59756b,6,MD/VOL,RM/DM,False,80,77,66,73,76,64,66,48,template
karoly-sandor,Sándor,HUN,1962,HUN-1962-3a59756b,7,PD/PE,RW/LW,False,82,81,75,72,81,54,66,50,template
janos-gorocs,Göröcs,HUN,1962,HUN-1962-3a59756b,8,MEI/CA,AM/ST,False,81,73,71,80,79,56,62,49,template
florian-albert,Albert,HUN,1962,HUN-1962-3a59756b,9,CA/MEI,ST/AM,True,88,83,87,73,80,49,81,56,template
lajos-tichy,Tichy,HUN,1962,HUN-1962-3a59756b,10,CA/MEI,ST/AM,True,85,80,84,72,78,48,79,53,template
mate-fenyvesi,Fenyvesi,HUN,1962,HUN-1962-3a59756b,11,PE,LW,False,80,79,73,71,79,54,65,48,template
kalman-sovari,Sóvári,HUN,1962,HUN-1962-3a59756b,12,ZAG/LD,CB/RB,False,73,66,48,64,57,73,72,41,template
kalman-ihasz,Ihász,HUN,1962,HUN-1962-3a59756b,13,ZAG,CB,False,72,66,48,64,56,72,71,40,template
istvan-nagy,Nagy,HUN,1962,HUN-1962-3a59756b,14,MD/VOL,RM/DM,False,71,69,62,67,69,59,62,40,template
janos-mencel,Mencel,HUN,1962,HUN-1962-3a59756b,15,MD/MC/MEI,RM/CM/AM,False,70,69,61,66,68,59,61,40,template
janos-farkas,Farkas,HUN,1962,HUN-1962-3a59756b,16,CA/PD,ST/RW,False,78,75,78,68,73,47,74,46,template
gyula-rakosi,Rákosi,HUN,1962,HUN-1962-3a59756b,17,PD/ME,RW/LM,False,74,73,69,67,73,52,62,42,template
tivadar-monostori,Monostori,HUN,1962,HUN-1962-3a59756b,18,CA,ST,False,71,69,71,64,68,46,68,40,template
bela-kuharszki,Kuharszki,HUN,1962,HUN-1962-3a59756b,19,CA/PE,ST/LW,False,70,68,70,63,67,46,68,40,template
laszlo-bodor,Bödör,HUN,1962,HUN-1962-3a59756b,20,CA/ME,ST/LM,False,70,68,70,63,67,46,68,40,template
antal-szentmihalyi,Szentmihályi,HUN,1962,HUN-1962-3a59756b,21,GOL,GK,False,75,48,48,48,48,48,67,75,GK
istvan-ilku,Ilku,HUN,1962,HUN-1962-3a59756b,22,GOL,GK,False,71,48,48,48,48,48,63,71,GK
lorenzo-buffon,Buffon,ITA,1962,ITA-1962-b81b270f,1,GOL,GK,False,82,48,48,48,48,48,74,82,GK
carlo-mattrel,Mattrel,ITA,1962,ITA-1962-b81b270f,12,GOL,GK,False,73,48,48,48,48,48,65,73,GK
enrico-albertosi,Albertosi,ITA,1962,ITA-1962-b81b270f,13,GOL,GK,False,80,48,48,48,48,48,72,80,GK
giacomo-losi,Losi,ITA,1962,ITA-1962-b81b270f,2,ZAG/LD,CB/RB,False,79,70,49,68,59,79,77,47,template
luigi-radice,Radice,ITA,1962,ITA-1962-b81b270f,3,LE/ZAG,LB/CB,False,76,74,55,69,68,72,66,44,template
sandro-salvadore,Salvadore,ITA,1962,ITA-1962-b81b270f,4,ZAG,CB,False,80,70,50,68,59,80,78,48,template
cesare-maldini,Maldini,ITA,1962,ITA-1962-b81b270f,5,ZAG,CB,True,83,72,50,70,60,82,81,51,template
enzo-robotti,Robotti,ITA,1962,ITA-1962-b81b270f,16,LE/ZAG,LB/CB,False,76,74,55,69,68,72,66,44,template
mario-david,David,ITA,1962,ITA-1962-b81b270f,18,ZAG/LD,CB/RB,False,75,67,49,66,57,75,74,43,template
francesco-janich,Janich,ITA,1962,ITA-1962-b81b270f,19,ZAG,CB,False,75,67,49,66,57,75,74,43,template
paride-tumburus,Tumburus,ITA,1962,ITA-1962-b81b270f,20,ZAG,CB,False,75,67,49,66,57,75,74,43,template
giovanni-trapattoni,Trapattoni,ITA,1962,ITA-1962-b81b270f,6,MD/VOL,RM/DM,True,82,78,67,75,78,64,67,50,template
gianni-rivera,Rivera,ITA,1962,ITA-1962-b81b270f,14,MC/MEI,CM/AM,True,81,71,64,80,74,71,69,49,template
giorgio-ferrini,Ferrini,ITA,1962,ITA-1962-b81b270f,21,MD/VOL,RM/DM,False,76,73,64,71,73,62,64,44,template
giacomo-bulgarelli,Bulgarelli,ITA,1962,ITA-1962-b81b270f,22,MC/MEI,CM/AM,False,79,70,63,78,73,69,68,47,template
bruno-mora,Mora,ITA,1962,ITA-1962-b81b270f,7,PD/ME,RW/LM,False,76,75,71,68,75,53,63,44,template
humberto-maschio,Maschio,ITA,1962,ITA-1962-b81b270f,8,MEI/CA,AM/ST,False,82,74,71,81,80,57,63,50,template
jose-altafini,Altafini,ITA,1962,ITA-1962-b81b270f,9,CA,ST,True,86,81,85,72,79,49,79,54,template
omar-sivori,Sívori,ITA,1962,ITA-1962-b81b270f,10,PE/CA,LW/ST,True,89,87,80,76,87,56,69,57,template
giampaolo-menichelli,Menichelli,ITA,1962,ITA-1962-b81b270f,11,CA/PE,ST/LW,False,76,73,76,67,72,47,72,44,template
angelo-sormani,Sormani,ITA,1962,ITA-1962-b81b270f,15,CA,ST,False,76,73,76,67,72,47,72,44,template
ezio-pascutti,Pascutti,ITA,1962,ITA-1962-b81b270f,17,PE/CA,LW/ST,False,78,77,72,70,77,53,64,46,template
antonio-carbajal,Carbajal,MEX,1962,MEX-1962-976fab8d,1,GOL,GK,True,82,48,48,48,48,48,74,82,GK
jesus-del-muro,Del Muro,MEX,1962,MEX-1962-976fab8d,2,ZAG/LD,CB/RB,False,76,68,49,66,58,76,75,44,template
guillermo-sepulveda,Sepúlveda,MEX,1962,MEX-1962-976fab8d,3,ZAG,CB,False,78,69,49,67,58,78,77,46,template
jose-villegas,Villegas,MEX,1962,MEX-1962-976fab8d,4,LD/ZAG,RB/CB,False,77,75,55,70,68,73,67,45,template
raul-cardenas,Cárdenas,MEX,1962,MEX-1962-976fab8d,5,ZAG,CB,False,79,70,49,68,59,79,77,47,template
pedro-najera,Nájera,MEX,1962,MEX-1962-976fab8d,6,VOL,DM,False,77,67,55,73,64,76,72,45,template
alfredo-del-aguila,Del Águila,MEX,1962,MEX-1962-976fab8d,7,PD/CA,RW/ST,False,77,76,71,69,76,53,63,45,template
salvador-reyes,Reyes,MEX,1962,MEX-1962-976fab8d,8,MEI/PE,AM/LW,True,81,73,71,80,79,56,62,49,template
hector-hernandez,H. Hernández,MEX,1962,MEX-1962-976fab8d,9,CA,ST,False,78,75,78,68,73,47,74,46,template
guillermo-ortiz-camargo,Ortiz,MEX,1962,MEX-1962-976fab8d,10,CA/PD,ST/RW,False,75,72,75,66,71,47,71,43,template
isidoro-diaz,Isidoro Díaz,MEX,1962,MEX-1962-976fab8d,11,PE/CA,LW/ST,False,78,77,72,70,77,53,64,46,template
jaime-gomez,J. Gómez,MEX,1962,MEX-1962-976fab8d,12,GOL,GK,False,74,48,48,48,48,48,66,74,GK
arturo-chaires,Chaires,MEX,1962,MEX-1962-976fab8d,13,ZAG/LE,CB/LB,False,73,66,48,64,57,73,72,41,template
pedro-romero,P. Romero,MEX,1962,MEX-1962-976fab8d,14,MC/MEI,CM/AM,False,71,65,59,71,67,65,63,40,template
ignacio-jauregui,Jáuregui,MEX,1962,MEX-1962-976fab8d,15,LE/ZAG,LB/CB,False,74,72,54,68,66,70,65,42,template
salvador-farfan,Farfán,MEX,1962,MEX-1962-976fab8d,16,MC/MEI,CM/AM,False,72,66,60,72,68,65,64,40,template
felipe-ruvalcaba,Ruvalcaba,MEX,1962,MEX-1962-976fab8d,17,CA/PE,ST/LW,False,71,69,71,64,68,46,68,40,template
alfredo-hernandez,A. Hernández,MEX,1962,MEX-1962-976fab8d,18,PD/CA,RW/ST,False,72,72,68,66,72,52,61,40,template
antonio-jasso,Jasso,MEX,1962,MEX-1962-976fab8d,19,PE/CA,LW/ST,False,74,73,69,67,73,52,62,42,template
mario-velarde,Velarde,MEX,1962,MEX-1962-976fab8d,20,MC/MEI,CM/AM,False,71,65,59,71,67,65,63,40,template
alberto-baeza,Baeza,MEX,1962,MEX-1962-976fab8d,21,CA,ST,False,70,68,70,63,67,46,68,40,template
antonio-mota,Mota,MEX,1962,MEX-1962-976fab8d,22,GOL,GK,False,72,48,48,48,48,48,64,72,GK
viliam-schrojf,Schrojf,TCH,1962,TCH-1962-4381dfa0,1,GOL,GK,True,86,48,48,48,48,48,78,86,GK
jan-lala,Lála,TCH,1962,TCH-1962-4381dfa0,2,LD/ZAG,RB/CB,False,76,74,55,69,68,72,66,44,template
jan-popluhar,Popluhár,TCH,1962,TCH-1962-4381dfa0,3,ZAG,CB,True,86,74,51,72,61,85,84,54,template
ladislav-novak,Novák,TCH,1962,TCH-1962-4381dfa0,4,LE/ZAG,LB/CB,True,83,80,57,74,72,77,70,51,template
svatopluk-pluskal,Pluskal,TCH,1962,TCH-1962-4381dfa0,5,MD/VOL,RM/DM,True,82,78,67,75,78,64,67,50,template
josef-masopust,Masopust,TCH,1962,TCH-1962-4381dfa0,6,MC/MEI,CM/AM,True,90,76,68,88,80,76,74,58,template
jozef-stibranyi,Štibrányi,TCH,1962,TCH-1962-4381dfa0,7,PD,RW,False,76,75,71,68,75,53,63,44,template
adolf-scherer,Scherer,TCH,1962,TCH-1962-4381dfa0,8,CA/PD,ST/RW,False,83,79,82,70,77,48,77,51,template
pavol-molnar,Molnár,TCH,1962,TCH-1962-4381dfa0,9,PE/CA,LW/ST,False,78,77,72,70,77,53,64,46,template
jozef-adamec,Adamec,TCH,1962,TCH-1962-4381dfa0,10,CA,ST,False,78,75,78,68,73,47,74,46,template
josef-jelinek,Jelínek,TCH,1962,TCH-1962-4381dfa0,11,PE/ME,LW/LM,False,76,75,71,68,75,53,63,44,template
jiri-tichy,Tichý,TCH,1962,TCH-1962-4381dfa0,12,VOL/ZAG/MD,DM/CB/RM,False,75,66,55,72,64,74,71,43,template
frantisek-schmucker,Schmucker,TCH,1962,TCH-1962-4381dfa0,13,GOL,GK,False,71,48,48,48,48,48,63,71,GK
vaclav-masek,Mašek,TCH,1962,TCH-1962-4381dfa0,14,CA/MEI,ST/AM,False,74,72,74,65,70,47,71,42,template
vladimir-kos,Kos,TCH,1962,TCH-1962-4381dfa0,15,PE/CA,LW/ST,False,72,72,68,66,72,52,61,40,template
titus-bubernik,Buberník,TCH,1962,TCH-1962-4381dfa0,16,MD/MC/MEI,RM/CM/AM,False,75,73,64,70,72,61,64,43,template
tomas-pospichal,Pospíchal,TCH,1962,TCH-1962-4381dfa0,17,PD/CA,RW/ST,False,74,73,69,67,73,52,62,42,template
josef-kadraba,Kadraba,TCH,1962,TCH-1962-4381dfa0,18,CA,ST,False,76,73,76,67,72,47,72,44,template
andrej-kvasnak,Kvašňák,TCH,1962,TCH-1962-4381dfa0,19,MEI/CA,AM/ST,False,79,72,69,78,77,56,62,47,template
jaroslav-borovicka,Borovička,TCH,1962,TCH-1962-4381dfa0,20,CA/MEI,ST/AM,False,73,71,73,65,69,47,70,41,template
pavel-kouba,Kouba,TCH,1962,TCH-1962-4381dfa0,21,GOL,GK,False,70,48,48,48,48,48,62,70,GK
jozef-bomba,Bomba,TCH,1962,TCH-1962-4381dfa0,22,ZAG/LD,CB/RB,False,72,66,48,64,56,72,71,40,template
antonio-roma,Roma,ARG,1966,ARG-1966-29bd2c4c,1,GOL,GK,True,81,48,48,48,48,48,73,81,GK
rolando-irusta,Irusta,ARG,1966,ARG-1966-29bd2c4c,2,GOL,GK,False,71,48,48,48,48,48,63,71,GK
hugo-gatti,Gatti,ARG,1966,ARG-1966-29bd2c4c,3,GOL,GK,True,80,48,48,48,48,48,72,80,GK
roberto-perfumo,Perfumo,ARG,1966,ARG-1966-29bd2c4c,4,ZAG,CB,True,85,73,49,70,60,88,82,53,statsbomb(0.88)
jose-varacka,Varacka,ARG,1966,ARG-1966-29bd2c4c,5,MD/VOL,RM/DM,False,75,73,64,70,72,61,64,43,template
oscar-calics,Calics,ARG,1966,ARG-1966-29bd2c4c,6,MD/VOL,RM/DM,False,71,69,60,64,67,58,60,40,statsbomb(0.88)
silvio-marzolini,Marzolini,ARG,1966,ARG-1966-29bd2c4c,7,LE,LB,True,86,84,57,78,77,81,73,54,statsbomb(0.88)
roberto-ferreiro,Ferreiro,ARG,1966,ARG-1966-29bd2c4c,8,LD/ZAG,RB/CB,False,77,75,54,72,69,75,66,45,statsbomb(0.88)
carmelo-simeone,Simeone,ARG,1966,ARG-1966-29bd2c4c,9,VOL/ZAG/MD,DM/CB/RM,False,79,68,56,75,66,78,74,47,template
antonio-rattin,Rattín,ARG,1966,ARG-1966-29bd2c4c,10,VOL/MD,DM/RM,True,85,71,57,79,68,84,80,53,statsbomb(0.88)
jose-omar-pastoriza,Pastoriza,ARG,1966,ARG-1966-29bd2c4c,11,MD/VOL,RM/DM,False,77,74,64,71,74,62,64,45,template
rafael-albrecht,Albrecht,ARG,1966,ARG-1966-29bd2c4c,12,VOL/ZAG/MD,DM/CB/RM,False,79,67,55,74,64,79,74,47,statsbomb(0.88)
nelson-lopez,N. López,ARG,1966,ARG-1966-29bd2c4c,13,ZAG/LD,CB/RB,False,72,66,48,64,56,72,71,40,template
mario-chaldu,Chaldú,ARG,1966,ARG-1966-29bd2c4c,14,PD/CA,RW/ST,False,73,72,68,67,72,52,61,41,template
jorge-solari,Solari,ARG,1966,ARG-1966-29bd2c4c,15,MEI/PD,AM/RW,False,76,70,68,75,75,55,60,44,template
alberto-mario-gonzalez,A. González,ARG,1966,ARG-1966-29bd2c4c,16,CA/PE,ST/LW,False,72,72,71,67,75,48,72,40,statsbomb(0.88)
juan-carlos-sarnari,Sarnari,ARG,1966,ARG-1966-29bd2c4c,17,MC/MEI,CM/AM,False,74,67,61,73,69,66,65,42,template
alfredo-rojas,Rojas,ARG,1966,ARG-1966-29bd2c4c,18,CA/MEI,ST/AM,False,74,72,74,65,70,47,71,42,template
luis-artime,Artime,ARG,1966,ARG-1966-29bd2c4c,19,CA,ST,True,84,79,88,70,77,47,78,52,statsbomb(0.88)
ermindo-onega,Onega,ARG,1966,ARG-1966-29bd2c4c,20,MC/MEI,CM/AM,True,84,75,69,85,82,72,70,52,statsbomb(0.88)
oscar-mas,Más,ARG,1966,ARG-1966-29bd2c4c,21,PE/CA,LW/ST,False,78,78,72,70,79,53,66,46,statsbomb(0.88)
anibal-tarabini,Tarabini,ARG,1966,ARG-1966-29bd2c4c,22,CA/PD,ST/RW,False,73,71,73,65,69,47,70,41,template
lev-yashin,Yashin,URS,1962,URS-1962-cd47378c,1,GOL,GK,True,95,48,48,48,48,48,87,95,GK
vladimir-maslachenko,Maslachenko,URS,1962,URS-1962-cd47378c,2,GOL,GK,False,76,48,48,48,48,48,68,76,GK
sergey-kotrikadze,Kotrikadze,URS,1962,URS-1962-cd47378c,3,GOL,GK,False,73,48,48,48,48,48,65,73,GK
eduard-dubinski,Dubinski,URS,1962,URS-1962-cd47378c,4,LD/ZAG,RB/CB,False,77,75,55,70,68,73,67,45,template
givi-chokheli,Chokheli,URS,1962,URS-1962-cd47378c,5,ZAG,CB,False,77,69,49,67,58,77,76,45,template
leonid-ostrovskiy,Ostrovskiy,URS,1962,URS-1962-cd47378c,6,LE/ZAG,LB/CB,False,76,74,55,69,68,72,66,44,template
anatoli-maslyonkin,Maslyonkin,URS,1962,URS-1962-cd47378c,7,ZAG,CB,False,79,70,49,68,59,79,77,47,template
albert-shesternyov,Shesternyov,URS,1962,URS-1962-cd47378c,8,ZAG,CB,True,79,70,49,68,59,79,77,47,template
nikolai-manoshin,Manoshin,URS,1962,URS-1962-cd47378c,9,MD/VOL,RM/DM,False,74,72,63,69,72,61,63,42,template
igor-netto,Netto,URS,1962,URS-1962-cd47378c,10,VOL/MC/MEI/MD,DM/CM/AM/RM,True,86,72,58,80,69,84,79,54,template
yozhef-sabo,Sabo,URS,1962,URS-1962-cd47378c,11,VOL/MD,DM/RM,False,76,66,55,72,64,75,72,44,template
valery-voronin,Voronin,URS,1962,URS-1962-cd47378c,12,ZAG/MEI,CB/AM,True,84,73,50,70,61,83,82,52,template
gennadi-gusarov,Gusarov,URS,1962,URS-1962-cd47378c,13,CA/MEI,ST/AM,False,75,72,75,66,71,47,71,43,template
valentin-ivanov,Ivanov,URS,1962,URS-1962-cd47378c,14,MEI/CA,AM/ST,True,85,76,73,83,82,58,64,53,template
viktor-kanevski,Kanevski,URS,1962,URS-1962-cd47378c,15,CA,ST,False,73,71,73,65,69,47,70,41,template
aleksei-mamykin,Mamykin,URS,1962,URS-1962-cd47378c,16,CA/MEI,ST/AM,False,75,72,75,66,71,47,71,43,template
mikhail-meskhi,Meskhi,URS,1962,URS-1962-cd47378c,17,PE/ME,LW/LM,False,81,80,74,72,80,54,65,49,template
slava-metreveli,Metreveli,URS,1962,URS-1962-cd47378c,18,PD/MD,RW/RM,False,82,81,75,72,81,54,66,50,template
viktor-ponedelnik,Ponedelnik,URS,1962,URS-1962-cd47378c,19,CA,ST,True,82,78,81,70,76,48,76,50,template
viktor-serebryanikov,Serebryanikov,URS,1962,URS-1962-cd47378c,20,PE/ME,LW/LM,False,74,73,69,67,73,52,62,42,template
galimzyan-khusainov,Khusainov,URS,1962,URS-1962-cd47378c,21,PE/CA,LW/ST,False,76,75,71,68,75,53,63,44,template
igor-chislenko,Chislenko,URS,1962,URS-1962-cd47378c,22,PD/MD,RW/RM,False,79,78,73,70,78,54,64,47,template
gilmar,Gilmar,BRA,1966,BRA-1966-d0b135d0,1,GOL,GK,True,86,48,48,48,48,48,78,86,GK
djalma-santos,Djalma Santos,BRA,1966,BRA-1966-d0b135d0,2,LD,RB,True,85,82,57,76,73,80,70,53,statsbomb(1.00)
jose-maria-fidelis,Fidélis,BRA,1966,BRA-1966-d0b135d0,3,ZAG/LD,CB/RB,False,73,66,47,64,56,73,71,41,statsbomb(1.00)
hilderaldo-bellini,Bellini,BRA,1966,BRA-1966-d0b135d0,4,ZAG,CB,True,80,70,50,68,59,80,78,48,template
hercules-brito,Brito,BRA,1966,BRA-1966-d0b135d0,5,ZAG,CB,False,78,68,48,65,56,76,76,46,statsbomb(1.00)
altair,Altair,BRA,1966,BRA-1966-d0b135d0,6,LE,LB,False,80,77,55,71,69,76,69,48,statsbomb(0.88)
orlando-pecanha,Orlando,BRA,1966,BRA-1966-d0b135d0,7,ZAG,CB,False,80,70,48,66,58,78,77,48,statsbomb(0.88)
paulo-henrique,Paulo Henrique,BRA,1966,BRA-1966-d0b135d0,8,LE,LB,False,74,72,53,68,66,73,65,42,statsbomb(1.00)
rildo,Rildo,BRA,1966,BRA-1966-d0b135d0,9,LE/LD,LB/RB,False,76,74,56,69,66,71,65,44,statsbomb(1.00)
pele,Pelé,BRA,1966,BRA-1966-d0b135d0,10,CA/MEI,ST/AM,True,93,88,95,77,86,49,85,61,statsbomb(1.00)
gerson,Gérson,BRA,1966,BRA-1966-d0b135d0,11,MC/MEI,CM/AM,True,83,72,64,81,74,72,68,51,statsbomb(1.00)
manga,Manga,BRA,1966,BRA-1966-d0b135d0,12,GOL,GK,False,76,48,48,48,48,48,68,76,GK
denilson,Denílson,BRA,1966,BRA-1966-d0b135d0,13,MC/MEI,CM/AM,False,74,67,60,73,69,66,67,42,statsbomb(1.00)
lima,Lima,BRA,1966,BRA-1966-d0b135d0,14,MC/MEI,CM/AM,False,75,68,61,77,72,69,68,43,statsbomb(0.88)
zito,Zito,BRA,1966,BRA-1966-d0b135d0,15,VOL,DM,False,80,68,56,76,66,79,74,48,template
garrincha,Garrincha,BRA,1966,BRA-1966-d0b135d0,16,PD,RW,True,88,88,80,76,90,54,67,56,statsbomb(1.00)
jairzinho,Jairzinho,BRA,1966,BRA-1966-d0b135d0,17,PD/CA,RW/ST,True,81,82,78,73,85,55,67,49,statsbomb(1.00)
alcindo,Alcindo,BRA,1966,BRA-1966-d0b135d0,18,CA,ST,False,74,71,75,63,69,45,68,42,statsbomb(0.88)
walter-silva,Silva,BRA,1966,BRA-1966-d0b135d0,19,CA/PE,ST/LW,False,72,69,73,62,67,45,70,40,statsbomb(0.88)
tostao,Tostão,BRA,1966,BRA-1966-d0b135d0,20,CA/MEI,ST/AM,True,80,76,80,68,74,47,73,48,statsbomb(1.00)
parana,Paraná,BRA,1966,BRA-1966-d0b135d0,21,PE/ME,LW/LM,False,72,73,68,65,74,50,61,40,statsbomb(0.88)
edu,Edu,BRA,1966,BRA-1966-d0b135d0,22,PE/ME,LW/LM,False,73,72,68,67,72,52,61,41,template
milutin-soskic,Šoškić,YUG,1962,YUG-1962-bf66b3df,1,GOL,GK,False,84,48,48,48,48,48,76,84,GK
vladimir-durkovic,Durković,YUG,1962,YUG-1962-bf66b3df,2,LD/ZAG,RB/CB,False,80,78,56,72,70,75,68,48,template
fahrudin-jusufi,Jusufi,YUG,1962,YUG-1962-bf66b3df,3,LE/ZAG,LB/CB,False,81,78,56,72,71,76,69,49,template
petar-radakovic,Radaković,YUG,1962,YUG-1962-bf66b3df,4,MD/MC/MEI,RM/CM/AM,False,77,74,64,71,74,62,64,45,template
vlatko-markovic,Marković,YUG,1962,YUG-1962-bf66b3df,5,VOL/ZAG/MD,DM/CB/RM,False,76,66,55,72,64,75,72,44,template
vladica-popovic,V. Popović,YUG,1962,YUG-1962-bf66b3df,6,VOL/ZAG/MD,DM/CB/RM,False,74,65,54,71,63,73,70,42,template
andrija-ankovic,Anković,YUG,1962,YUG-1962-bf66b3df,7,PD/MD,RW/RM,False,76,75,71,68,75,53,63,44,template
dragoslav-sekularac,Šekularac,YUG,1962,YUG-1962-bf66b3df,8,MC/MEI,CM/AM,True,86,74,66,84,78,74,72,54,template
drazan-jerkovic,Jerković,YUG,1962,YUG-1962-bf66b3df,9,CA/MEI,ST/AM,False,84,80,83,71,77,48,78,52,template
milan-galic,Galić,YUG,1962,YUG-1962-bf66b3df,10,CA/PE,ST/LW,True,86,81,85,72,79,49,79,54,template
josip-skoblar,Skoblar,YUG,1962,YUG-1962-bf66b3df,11,PE/CA,LW/ST,True,79,78,73,70,78,54,64,47,template
srboljub-krivokuca,Krivokuća,YUG,1962,YUG-1962-bf66b3df,12,GOL,GK,False,72,48,48,48,48,48,64,72,GK
